,title,abstract,doi,asreview_label,asreview_time,asreview_note
760,Distribution and sedimentation of microplastics in Taihu Lake,"Microplastics have been reported in environmental media for decades, but gaps in our knowledge about them still remain. We investigated the third biggest freshwater lake in China - Taihu Lake - and the 30 major rivers around it. Microplastics were detected in lake water and sediment, and in river water, at abundances varying from 1.7 to 8.5 items/L, 460 to 1380 items/kg and 1.8 to 18.2 items/L, respectively. Inflow rivers were more polluted with microplastics than outflow rivers. The most common shape was fragment. Microplastic sizes of <100 ??m dominated in inflow rivers, 100-200 ??m dominated in lake water and outflow rivers. The average size of microplastics in outflow rivers (200.4 ??m) was larger than that in inflow rivers (166.2 ??m). Microplastics of <100 ??m only accounted for 28% in the lake surface water but were as high as 70% in the sediment, indicating that smaller microplastics may more easily settle in the lake. The main components of the microplastics were identified as being polyvinyl chloride and polyethylene. There were about 1.2E06 items/s microplastics entered Taihu Lake. Four main rivers located at northwestern lake accounted for 79% of the total inflow microplastic fluxes.",10.1016/j.scitotenv.2021.148745,1,11/11/2025 14:02,
637,Microplastic and associated polyaromatic hydrocarbons in surface waters feeding Beysehir lake in Turkiye,"The detection of microplastics, defined as tiny plastics particles having a size from 1 mu m to 5 mm, in aquatic environments has become a serious concern worldwide. Microplastics may be introduced either directly to water bodies or indirectly to the aquatic systems. In particular, microplastics may interact with persistent organic pollutants and inorganic contaminants and they transfer these pollutants to organisms in the aquatic environment. In this study, microplastics and their sorbed polyaromatic hydrocarbons (PAHs) in the surface water feeding Beysehir Lake in Turkiye were investigated. The abundance of microplastics in the surface water was determined in the range of 2,830-6,860 particles/m3. While five shapes (fiber, foam, film, fragment, pellet) of microplastics were determined in surface waters, fiber, and fragment form microplastics were predominantly observed. The detected polymer types were cellophane, polyethylene, polypropylene. The transparent/white color microplastics were the most dominant ones (42-81%). The total concentration of the seventeen PAHs associated with microplastics in surface waters ranged from 1,924 to 7,970 ng/g. According to the diagnostic ratios of the PAH isomers (fluoranthane/pyrene < 1 and phenanthrene/antracene >10), the source of the PAHs -in surface waters can be of pyrogenic and petrogenic origins. These findings indicate that high concentrations of microplastics and PAHs sorbed microplastics were carried into the lake by the surface waters feeding Beysehir Lake. These pollutants may pose a risk to aquatic organisms in the lake as well as to the use the lake water for irrigation and for potable purposes.",10.30955/gnj.004960,1,11/11/2025 14:03,
69,Spatial distribution and characteristics of microplastics and associated contaminants from mid-altitude lake in NW Himalaya,"Despite the worldwide concern over the impact of microplastics (MPs) and associated organic contaminants, the information regarding the occurrence and characteristics of these emerging class of pollutants is limited in freshwater environment. We present data on the distribution and concentration levels of MPs and phthalate esters (PAEs) from Rewalsar Lake, a shallow eutrophic lake in Northwest Himalaya. The MPs were identified in all samples, with concentration of 13-238 particles L(-1) and 750 to 3020 particles kg(-1) dry weight (dw) in surface water and sediments respectively. Majority of MPs were dominated by polystyrene, polyethylene, polypropylene polymers that principally occurred in the form of pellets and fragments. The MPs distribution was different among sampling sites, being more abundant to sites in the proximity of domestic sewage effluents and high level of religious and tourist activities. The di-isobutyl phthalate, dibutyl phthalate (DBP) and its branched isomer, di(2-ethylhexyl) phthalate (DEHP) are the identified PAE congeners in sediments, and the measured total concentrations of ??(3)PAE ranged from 1.69 ??g/g to 4.03 ??g/g dw. Notably, concentration values of DEHP were higher as compared to other detected phthalates, and exceeded recommended environmental risk limit. The findings of this study emphasize the requirement for proper waste management measures in the region to reduce entry of these pollutants into the ecosystem. Further, this work contributes to the understanding of MPs and PAEs potential contamination profiles and sources in freshwater environments, and provides valuable information for future management decisions.",10.1016/j.chemosphere.2023.138415,1,11/11/2025 14:03,
324,"Tracing microplastic footprints in pristine ecosystems: Insights and implications of Parsons Valley and Sandynulla Lakes, Western Ghats","This study presents the first assessment of microplastic (MP) pollution in the surface waters of Parsons Valley Lake and Sandynulla Lake in Udhagamandalam Taluk, Nilgiris District, Tamil Nadu, India. Forty surface water samples (twenty per lake) were analyzed using a stereo microscope and FT-IR spectroscopy to identify, count, and characterize MPs. Concentrations ranged from 1 to 81 particles/L (average 10.3 particles/L). MPs were predominantly white (42.2 %), followed by red (23.3 %), green (16.5 %), and black (8.6 %). Parsons Valley Lake showed 51.5 % fibrous and 48.5 % irregular forms, while Sandynulla Lake had 71.5 % irregular and 28.5 % fibrous MPs. Polyethylene was the dominant polymer in both lakes (42.23 % in Parsons and 64.40 % in Sandynulla), followed by nylon, polystyrene, and polypropylene. Pollution Load Index (PLI), Polymer Hazard Index (PHI), and Potential Ecological Risk Index (RI) were used to evaluate water quality. Findings confirm the presence of MPs in these remote, high-altitude lakes, highlighting the pervasive nature of plastic pollution. This study offers baseline data and a replicable methodology for future monitoring and contributes to global efforts toward understanding and mitigating microplastic contamination in freshwater ecosystems.",10.1016/j.hazadv.2025.100859,1,11/11/2025 14:03,
740,Comparison of the abundance of microplastics between rural and urban areas: A case study from East Dongting Lake,"There is a lack of research on microplastic pollution in freshwater areas. In this study, microplastic pollution in lakeshore sediments of East Dongting Lake was investigated. The abundance of microplastics ranged from 180 to 693 items/kg in the lakeshore sediment, which was moderate compared with other areas of the world. Fibers, transparent and small sized microplastics accounted for the largest proportion in terms of shape, color and size, respectively. Eight types of microplastics with different polymer compositions were identified by micro-Raman spectroscopy. The study found that the abundance of microplastics in the urban area sediment of Dongting Lake is lower than that of the rural area. The difference in environmental protection measures between urban and rural areas may be the cause of this phenomenon. The results of this study is helpful for understanding the role of human activities in microplastic pollution and provide valuable references for future research.",10.1016/j.chemosphere.2019.125486,1,11/11/2025 14:03,
717,"Concentration, characterization, and risk assessment of microplastics in two main rivers in Birnin Kebbi, Nigeria","Background: Dukku and Kalgo rivers in Kebbi, Nigeria, provide essential ecosystem services such as drinking and domestic water, fishing, and farming. However, the safety of these rivers in terms of microplastic pollution has not been investigated. This study aimed to characterize and determine the concentration and associated risks of microplastics in both rivers. Methods: Microplastics were extracted from water samples through filtration and analyzed using spectroscopy and microscopy. Results: Significant concentrations of microplastics were detected in both rivers. Dukku River samples showed concentrations ranging from 125.00 to 160.30 particles/liter, while Kalgo River ranged from 119.30 to 134.70 particles/liter. Both rivers predominantly contained microplastic fibers and fragments, with fibers comprising the highest percentages (61% in the Dukku River and 56% in the Kalgo River). Microplastics in Kalgo River were predominantly sized between 0 and 100 ??m, whereas in Dukku River, sizes ranged from 500 to 1000 ??m. Polyamide was the dominant polymer, constituting 50% in the Dukku River and 42.50% in the Kalgo River, followed by polyethylene (34% in the Kalgo River and 25.60% in Dukku River), and polyvinyl alcohol (24.40% in Dukku River and 23.50% in Kalgo River). The predominant risk level posed by these polymers was level III (moderate risk), although polyamide posed a level IV risk (high risk). The pollution load index (PLI) for both rivers exceeded one, indicating a high risk. Conclusion: Microplastic pollution in these rivers poses ecological and health risks. Identifying and mitigating sources of microplastic entry into the rivers is crucial to reducing exposure levels. ?? 2024 Elsevier B.V., All rights reserved.",10.34172/EHEM.2024.31,1,11/11/2025 14:03,
739,"Microplastic Pollution in Surface Water of Urban Lakes in Changsha, China","As emerging pollutants, microplastics have attracted the attention of scholars from all over the world. However, there is a lack of research on freshwater areas, even in densely populated urban areas. This study investigated eight urban lakes in Changsha, China. It was found that microplastic concentrations ranged from 2425 ?? 247.5 items/m(3) to 7050 ?? 1060.66 items/m(3) in the surface water of research areas and the maximum concentration was found in Yuejin Lake, a tourist spot in the center of the city. Anthropogenic factors are an important reason for microplastic abundance in urban lakes. The major shape of microplastics was linear and most of the microplastics were transparent. More than 89.5% of the microplastics had a size of less than 2 mm. Polypropylene was the dominant type in the studied waters. This study can provide a valuable reference for a better understanding of microplastic pollution in urban areas of China.",10.3390/ijerph16091650,1,11/11/2025 14:03,
271,Microplastic pollution in the rivers of the Tibet Plateau,"The Tibet Plateau, the so-called Third Pole of the world, is home to the headstreams of many great rivers. The levels of microplastic pollution in those rivers, however, are unknown. In this study, surface water and sediment samples were collected from six sampling sites along five different rivers. The surface water and sediment samples were collected with a large flow sampler and a stainless steel shovel, respectively. The abundance of microplastics ranged from 483 to 967 items/m(3) in the surface water and from 50 to 195 items/kg in the sediment. A large amount of small, fibrous, transparent microplastics were found in this study. Five types of microplastics with different chemical compositions were identified using micro-Raman spectroscopy: polyethylene terephthalate (PET), polyethylene (PE), polypropylene (PP), polystyrene (PS), and polyamide (PA). These results demonstrate that rivers in the Tibet Plateau have been contaminated by microplastics, not only in developed areas with intense human activity but also in remote areas, where microplastic pollution requires further attention.",10.1016/j.envpol.2019.03.022,1,11/11/2025 14:03,
41,"Detection in influx sources and estimation of microplastics abundance in surface waters of Rawal Lake, Pakistan","The ever-growing production, usage and poor waste management practices of plastics are causing microplastics intrusion in freshwater environments all over the world. The identification of inflow processes and sources is equally important as the assessment of microplastic concentrations in freshwater. This study reports microplastic presence in the influx sources and provides an overall estimation of microplastic concentration in the surface water of a freshwater reservoir, Rawal Lake, Islamabad. In the current study, six major tributaries of Rawal lake were assessed for microplastic presence, out of which four tributaries showed microplastic contamination. Microplastics concentration in the lake ranged from 6.4 ?? 0.5 particles/m?? to 8.8 ?? 0.5 particles/m??. All the identified microplastics in tributaries and lake were secondary except granules. The prominent shape of microplastics among the studied waters was film, with transparent being the most frequent plastic-type according to color. Polyethylene (LDPE and HDPE) were the dominant type of microplastics found in the lake and the tributaries. More than 72% of microplastics had a size of 0.3-0.1 mm. This study provides a better understanding of the extent of microplastic pollution assessment in a freshwater lake with equal emphasis on microplastic presence in influx sources and the relationship of microplastics with fundamental water quality indicators (pH, temperature, dissolved oxygen, and biological oxygen demand), which may be beneficial in impeding the introduction of microplastics at sources.",10.1016/j.heliyon.2022.e09166,1,11/11/2025 14:04,
379,"Homogenization of microplastics in alpine rivers: Analysis of microplastic abundance and characteristics in rivers of Qilian Mountain, China","Microplastics in remote areas has received increasing concern in recent years. However, studies on microplastics in alpine rivers and their affecting factors are still limited. In this study, we investigate the abundance and characteristics of microplastic in the surface water of five alpine rivers in Qilian Mountain, China. Utilizing sieve collection, digestion and density separation, along with microscopy and Raman spectroscopy analyses, microplastics were observed in all the water samples and the average abundance of microplastics was 0.48 ?? 0.28 items/L, which was lower than in other freshwaters. Transparent (37.3%) and fibrous (72.1%) microplastics were predominant. Polypropylene (53.8%) was the most frequently identified polymer type. Analysis of similarities (ANOSIM) and linear discriminant analysis (LDA) based on microplastic shape, color, and polymer type showed that there was no significant difference in the microplastic characteristics among rivers of Qilian Mountain. The distance decay models revealed that the similarity in microplastics characteristics was not affected by changes in watershed characteristics, such as geographical distance, elevation, water quality, and land use. This finding suggests that the primary source of microplastics in Qilian Mountain rivers could be from dispersed origins. The results of this study indicated that despite remote alpine rivers suffering limited anthropogenic impacts, they were not immune to microplastics. However, in watersheds with lower intensity of human activity, the abundance and characteristics of microplastics in water bodies may be more uniformly distributed and controlled by diffusion conditions such as atmospheric transport or riverine transport. Our investigation unveils novel understanding of microplastic dispersion in secluded alpine territories, emphasizing the crucial need for managing atmospheric transport of microplastics within conservation areas.",10.1016/j.jenvman.2023.118011,1,11/11/2025 14:05,
426,"Occurrence and Spatial Distribution of Microplastics in the Surface Waters of Lake Naivasha, Kenya","Microplastics are emerging threat contaminants that have been shown to provide toxic pollutants, either from the environment or from their inherent toxic monomers and additives, a pathway into the aquatic food web. In the present study, the occurrence, abundance, and composition of microplastic load in the surface water of Lake Naivasha (Kenya) was determined. The surface water physicochemical parameters were measured in situ; microplastic samples were collected using plankton net trawls and treated with H(2) O(2) to decompose organic matter. The microplastic particles recovered were classified both by visual observation and by attenuated total reflection-Fourier transform infrared spectroscopy. The average microplastic concentration range in surface water was 0.183 ?? 0.017 to 0.633 ?? 0.067 particles/m(2) , with the mean concentration being 0.407 ?? 0.135 particles/m(2) . Fragments, fibers, and films were identified and were mostly composed of polypropylene, polyethylene, and polyester. We also performed correlational analysis, which showed a strong positive association between microplastic quantity and turbidity, total nitrogen, and total phosphorus in the lake. The high variability in microplastic densities exhibited between the sampled locations was attributed to human activities, water and wastewater intake through rivers and tributaries, and the presence of local wind patterns responsible for the general water circulation. Our assessment adds to the growing documentation of microplastic presence in freshwater ecosystems, and provides a baseline for future monitoring and assessment in sediment and biota of Lake Naivasha and other Kenyan freshwater systems. Environ Toxicol Chem 2020;39:765-774. ?? 2020 SETAC.",10.1002/etc.4677,1,11/11/2025 14:05,
211,"Relationship between Microplastics and Water Quality in Sungai Melaka, Melaka, Malaysia","Sungai Melaka, which serves as a primary source of income for communities in the state of Melaka, has been contaminated by microplastics. This study investigated the abundance and characteristics of microplastics found in water samples from 9 sampling stations along Sungai Melaka. Water quality and the relationship between microplastics and the physicochemical properties of water quality were also analysed in this study. The average abundance of microplastics in Sungai Melaka is 569 particles L-1. Black-coloured microplastics and fragment shapes are the dominant characteristics of microplastics. Polyamide (PA) and polyethylene terephthalate (PET) are the most common polymer types found in all water samples. Total suspended solids (TSS) were identified as a parameter that influences microplastic fibres in Sungai Melaka. Overall, these results provide current information on microplastic pollution in Sungai Melaka and offer important data for further research on microplastics in freshwater ecosystems. ?? 2024 Elsevier B.V., All rights reserved.",10.17576/jsm-2024-5309-05,1,11/11/2025 14:06,
163,Microplastic and other anthropogenic microparticles in water and sediments of Lake Simcoe,"Microplastics (plastic particles <5 mm in size) have been reported in ecosystems worldwide and have been shown to cause adverse negative impacts on organisms. This study provides the first report of microplastics and other anthropogenic microparticles in the surface waters and sediments of Lake Simcoe in Ontario, Canada, a popular recreational and fishing lake. Surface waters (low volume grabs and manta trawls) and sediments were sampled from eight sites to determine microparticle abundances and character (size, morphology, material identity). Concentrations ranged from 0 to 0.7 particles/L in surface water grab samples, 0.4-1.3 particles/m(3) in manta trawl samples, and 8.3-1070 particles/kg in sediment samples. Spectroscopic analysis confirmed that 72% of particles were anthropogenic, with 64% unambiguously identified as microplastics. However, confirmed microplastic concentrations were approximately 6-7 times lower than unadjusted counts in sediments, demonstrating the importance of verifying and adjusting reported values. Fibers were only quantified and characterized in surface water grab samples and sediments, and were the most common morphology, accounting for 82% and 89% of anthropogenic particles, respectively. Fragments were most common in manta trawl samples (75%, excluding fibers) and consisted predominantly of polyethylene (41%) and polypropylene (22%). The influence of proximity to urban centers and prevailing winds on the distribution of microplastics was apparent in surface water manta trawls. Microplastics and other anthropogenic microparticles are present in Lake Simcoe but at lower abundances than at locations impacted by larger population centers in other large freshwater lakes such as Lakes Ontario and Erie of the Great Lakes. Crown Copyright (C) 2020 Published by Elsevier B.V. on behalf of International Association for Great Lakes Research. All rights reserved.",10.1016/j.jglr.2020.10.007,1,11/11/2025 14:07,
452,Prevalence of Microplastic Pollution in Freshwater Ecosystem: A Case Study of Thal Canal,"Microplastic pollution in the aquatic ecosystems is a hot global debate due to wide spread effects on human life and environment. This study aims to identify microplastic pollution presence in the Main Line (ML) Thal canal, its distributaries and provide an overall estimation of microplastics concentration in surface water of Thal Canal. Six major sampling points at ML canal and distributaries were assessed for microplastic prevalence out of which five locations showed microplastic contamination. Size, structure and type of microplastic were assessed using light microscopy and FTIR. The study provided baseline information about the prevalence of microplastics in Thal Canal and evaluated their categories according to their size, color and type of polymers. Microplastics concentration in the canal ranged from 6.4 ?? 0.5 to 8.8 ?? 0.5 particles/m??. Films, mostly transparent in coloration, were the most prominent microplastic type appeared in this study. Polyethylene with 55% presence was the most prevalent type of microplastics found in the canal and the distributaries. This study provides a better understanding of the extent of microplastic pollution assessment in Thal canal with equal emphasis on Microplastic presence in distributaries which may be beneficial in identifying the introduction of microplastics at sources. ?? 2024 Elsevier B.V., All rights reserved.",10.53560/PPASB(61-1)867,1,11/11/2025 14:08,
112,"Distribution, abundance and spatial variability of microplastic pollution on the surface of Lake Superior","In 2014, 94 paired neuston net samples (0.5 mm mesh) were collected from the surface waters of Lake Superior. These samples comprise the most comprehensive surface water survey for microplastics of any of the Great Lakes to date, and the first to employ double net trawls. Microplastic abundance estimates showed wide variability, ranging between 4000 to more than 100,000 particles/km(2) with most locations having abundances between 20,000 to 50,000 particles/km(2). The average abundance in Lake Superior was similar to 30,000 particles/km(2) which was similar to previous estimates within this Laurentian Great Lake and suggests a total count of more than 2.4 billion (1.7 to 3.3 billion, 95% confidence interval) particles across the lake's surface. Distributions of plastic particles, characterized by size fraction and type, differed between nearshore and offshore samples, and between samples collected in the eastern versus western portion of the lake. Most of the particles found were fibers (67%), and most (62%) were contained in the smallest classified size fraction (0.50-1 mm). The most common type of polymer found was polyethylene (51%), followed by polypropylene (19%). This is consistent with global plastics production and results obtained from other studies. No statistically significant difference was detected between the paired net samples, indicating that single net sampling should produce a representative estimate of microplastic particle abundance and distribution within a body of water. Published by Elsevier B.V. on behalf of International Association for Great Lakes Research.",10.1016/j.jglr.2021.08.005,1,11/11/2025 14:08,
177,"Microplastics in the Syr Darya River Tributaries, Uzbekistan","The objective of the study was a pre-screening of the microplastic (MP) content in surface water and benthic sediments of Kara Darya and Chirchiq rivers, the first-order tributaries of the Syr Darya River (Uzbekistan). For the first time, surface water and benthic sediment samples were taken from this region, and quantitative screening of MPs 0.15-5.00 mm in size was performed. A combined visual and mu Raman-based methodology was used to quantify and characterize artificial polymer microparticles from the surface water and bottom sediments of two rivers. The average abundance of MPs in the Kara Darya River and Chirchiq River waters was found to be 4.28 +/- 0.09 and 0.95 +/- 0.36 items per m(3), and that in benthic sediments attained 244 +/- 28.9 and 333 +/- 11.5 items per kg of dry soil, respectively. MP concentration in surface water and benthic sediments of the Kara Darya River significantly exceeded (p-value < 0.01) that in the Chirchiq River. Microfibers were most abundant; the proportion of MP fibers in the water of the Kara Darya and Chirchiq rivers amounted to 89 and 95%, respectively, and that in benthic sediments of the rivers was 86 and 84%, respectively. The dominance of microfibers may indicate the route of entry to the rivers through domestic wastewater treatment plant discharges. The polymer microparticles in the surface water and benthic sediments of the Kara Darya and Chirchiq rivers were mainly represented by polyethylenterephtalate (PET), which accounted for half of all MPs detected in the Kara Darya River. Microparticles of textile origin were particularly abundant in the Kara Darya River, where viscose and nylon fibers were also found, which suggests the leading role of synthetic textiles in the pollution. The reported data are the first experimental evidence of MP pollution of the Syr Darya tributaries, but the distribution and circulation of MPs in surface water in Central Asia requires further comprehensive studies.",10.3390/w15203698,1,11/11/2025 14:09,
464,"Occurrence characteristics of microplastics in Dongting Lake, China","Lakes are critical sinks for terrigenous microplastics (MPs), yet understanding their ecological risks remains hindered by data uncertainties and the absence of local background values. In this study, an enhanced pollution load index (PLI) model integrating stochastic mathematical methods and species sensitivity distributions (SSD) was developed. The model was applied to assess and predict the ecological risk posed by MPs in the surface water and sediments of Dongting Lake, the second-largest freshwater lake in China. Results revealed average MP abundances of 4889 (range: 1667-9667) items/m3 in surface water and 7058 (range: 3935-10,736) items/kg in sediments within the Dongting Lake District. Small microplastics accounted for 90% of total MP particles, predominantly as polyethylene fragments. SSD-derived predicted no-effect concentrations values were determined as 8620 items/m(3) for water and 7022 items/kg for sediments. While surface water exhibited low MP pollution risk and sediments were classified as unpolluted, both compartments showed signs of potential pollution escalation, suggesting non-negligible ecological risks. Through conditional fragmentation modeling, primary MP sources were identified as Yangtze River upstream inputs, atmospheric deposition, and soil erosion. In conclusion, the enhanced PLI model demonstrates effective ecological risk assessment and forecasting capabilities across environmental media, providing strategic insights for lake MP pollution mitigation.",10.1002/rvr2.70017,1,11/11/2025 14:10,
330,Spatial and vertical distribution of microplastics and their ecological risk in an Indian freshwater lake ecosystem,"This study investigated the spatial and vertical distribution of microplastics (MPs) in the water and sediment samples collected from different locations in Kodaikanal Lake, a very popular tourist location. The lake provides water to placesdownstream. MPs are found in the surface water, surface sediment and core sediment, with their respective values of abundance being 24.42 ?? 3.22 items/ l, 28.31 ?? 5.29 items/ kg, and 25.91 ?? 7.11 items/ kg. Spatially, abundance, colour, type and size of MPs vary in the samples of surface water and sediment. The highest levels of MPs are found in the lakes' outlet region. MPs detected are primarily fibres and fragments 3-5 mm in size with PE and PP being the predominant polymers. Seven sampling points were selected to investigate the vertical distribution of MPs. In the core sediment, the abundance and size of MPs decrease with depth. This probably indicates the presence of more MPs in the recent sediment. The core sediment is dominated by sand silt clay fractions, which facilitates potential downward infiltration of fine MPs. SEM images of MPs reveal that the degree of weathering increases with depth, and EDAX shows that smooth MP surface displays a lesser adhesion ability than the rough surface. Plastic wastes generated by tourism are the important source of MPs in the lake. The lake has high PHI values (>1000) due to MPs with high hazard score polymers (PS and PEU), whereas the PLI values (1.33) indicate low level of MP pollution representing a minor ecological risk. The MP level in Kodaikanal Lake is influenced by the lake's hydrology and the sources of pollution. Although the impacts of MP pollution on the health and functioning of the environment is uncertain, observing, understanding and halting of further MP contamination in the Kodaikanal Lakes is important.",10.1016/j.scitotenv.2022.153337,1,11/11/2025 14:10,
66,Fluvial Concentrations of Microplastics in a Suburban Micro-Watershed: Sampling Methodology and Analysis,"Plastics have been incorporated into everyday life due to their versatility, yet when microplastic particles enter natural fluvial systems, they pollute the surrounding environment and pose potential human health risks. As state and federal agencies develop regulations for microplastics in natural systems, it is important to properly assess potential sources of pollution and the concentration of microplastic particles in freshwater environments; however, microplastic pollution in small streams can be complex to investigate because of their dynamic hydrography and lack of standardization in microplastic sample collection and quantification. In this study, a unique low-cost sampling station was designed to collect microplastics from surface water in a shallow urban freshwater stream. The goal is to understand the variation in microplastic concentrations across a watershed at baseflow. Surface water samples were collected and analyzed from five sites along Hunnicutt Creek, a suburban freshwater stream located in Clemson, SC. The sampling station was deployed in the upper water column long enough to allow 10 m3 of surface water through a sampling net. Seven sampling events occurred at five sampling sites across the Hunnicutt Creek watershed. Surface water samples indicate that the microplastic abundance increased from the top of the watershed (269 ?? 30 particles/10 m3) to the bottom of the watershed (715 ?? 93 particles/10 m3). Fibers were the dominant morphology identified in the system, which accounted for 99.7% of the microplastic particles sampled. There was a significant difference in the microplastic concentrations between sampling sites moving down the watershed (F = 53.27, df = 4, p < 0.001), with the highest concentrations at the bottom of the watershed (or at the confluence of the tributaries). This work contributes to the understanding of how microplastics move at low-flow/baseflow conditions in small freshwater streams, which are common throughout global communities. ?? 2024 Elsevier B.V., All rights reserved.",10.1089/ees.2024.0109,1,11/11/2025 14:12,
660,"Spatial analysis of the influence on ""microplastic communities"" in the water at a medium scale","The issue of microplastics in freshwater has been growing in concern. Besides their abundance, the characteristics of microplastics are also important issues. The concept of ""microplastic communities"" has been utilized to assess differences in microplastic characteristics. In this study, we utilized the ""microplastic community"" approach to evaluate the impact of land use on microplastic characteristics in water at a provincial scale in China. The abundance of microplastics in water bodies in Hubei Province varied between 0.33 items/L and 5.40 items/L, with an average of 1.74 items/L. Microplastics were significantly more abundant in rivers than in lakes and reservoirs, and their abundance was negatively correlated with the distance from the nearest residential district of sampling sites. Similarities of microplastic communities were significantly different in mountainous and plain areas. Anthropogenic surfaces increased microplastic abundance and tended to decrease the size of microplastics, whereas natural vegetation had the opposite effect. The effect of land use on microplastic community similarity was greater than that of geographic distance. However, spatial scale limits the effect of various factors on microplastic community similarity. This study revealed the comprehensive influence of land use on microplastic characteristics in water and emphasized the importance of spatial scale in the study of microplastic characteristics.",10.1016/j.scitotenv.2023.163788,1,11/11/2025 14:13,
706,"Microplastics in Flathead Lake, a large oligotrophic mountain lake in the USA","Microplastics are contaminants that are closely associated with human activity and are often abundant even in remote areas. As the largest natural freshwater lake in the western USA, Flathead Lake is a suitable site to study microplastics in lakes in less-populated areas of North America. Our assessment of microplastics in lake surface water samples showed that microplastic densities and concentrations in Flathead Lake were similar to those in other lakes located in less-populated areas around the world, with densities ranging from 8.00 ?? 10(4) to 4.22 ?? 10(5) particles/km(2) with a mean concentration of 1.89 ?? 10(5) particles/km(2). Dry deposition rates for microplastics ranged from 4 to 140 particles/m(2)/day with an average of 69 particles/m(2)/day and were significantly higher in the fall. Microplastic concentrations in wet deposition ranged from 0.006 particles/mL to 0.050 particles/mL with highest concentrations in winter and lowest in summer. Fibrous microplastics were predominant in both lake water and atmospheric deposition. The high densities of microplastics in the sample sites located near the Flathead River inlet suggests that the river is an important source of microplastics to Flathead Lake. The high densities of microplastics and high proportions of non-fibrous microplastics near populated areas of the lake imply that local human activities also affect microplastics in Flathead Lake. Although the annual flux of microplastics in dry deposition was higher than that in wet deposition, the relatively modest difference suggests that precipitation might enhance the deposition of microplastics. The results of this study indicate that instituting increased control measures that target both reducing the microfibers generated by laundry and improving the overall level of plastic waste management in the watershed may help in controlling microplastic levels in Flathead Lake.",10.1016/j.envpol.2022.119445,1,11/11/2025 14:13,
417,"Identifying Environmental Factors Influencing the Concentration, Fluxes and Spatial Distribution of Microplastic Pollution in an Urban River: A Case Study of the Klip River, South Africa","Urban freshwater systems are increasingly recognised as critical conduits for microplastic pollution, however, the interactions between land use, hydrology and microplastic transport remain poorly understood, particularly in developing countries. To address this gap, we investigated the relationships between catchment characteristics and the temporal and spatial variations in microplastic concentrations and fluxes in an urban river in South Africa. A microscopy approach was used to enumerate microplastic particles in 12 monthly surface water samples from six locations during November 2020 - October 2021. Microplastic particles dominated by fibres were observed in all selected sampling sites with monthly mean concentrations ranging from 0.18 to 2.90 particles L-1. Land cover has a significant impact on microplastic inputs; compared to formal residential areas, informal settlements showed increased concentrations. Microplastic fluxes accumulated moving downstream through the catchment. Microplastic flux calculated using modelled runoff was lowest upstream at site 1 (9.69 x 108 MP/y) and peaked at the furthest downstream site 6 (4.41 x 1010 MP/y). However, measured flow data from Site 6 indicate that actual flows, including return flows from densely populated urban water systems, are almost ten times greater than runoff modelled from precipitation data. Hence the actual flux at site 6 is 4.34 x 1011 MP/year. Rainfall patterns had a significant role in shaping monthly variations in microplastic concentrations and fluxes. Although wetlands were expected to retain microplastics, only one wetland-associated reach showed a decline in fluxes. Further characterisation of wetland types (e.g., channelled vs. unchannelled valley bottom) is required to improve understanding of their differential capacity for microplastic retention and to account for the observed spatial variation. The findings of this study show that seasonality, precipitation, land cover, runoff and wetland presence significantly influence the pervasiveness of microplastic pollution in urban river catchments. Furthermore, this study contributes to the limited freshwater microplastic literature in developing countries and provides insights to guide waste management, integrated natural resource management and wetland conservation strategies in similar contexts.",10.1007/s11270-025-08515-9,1,11/11/2025 14:13,
8,"Microplastic distribution in surface water and sediment river around slum and industrial area (case study: Ciwalengke River, Majalaya district, Indonesia)","Microplastic research in urban and industrial areas, including remote areas, have been conducted recently. However, there is still a lack of research about microplastic abundances in slum area. Ciwalengke River is located in Majalaya, Indonesia, which is dominated by slum and industrial areas that probably generate microplastics. This research was conducted to investigate the distribution of microplastic around the slum area for the first time. Surface water and sediment samples of the river were obtained at ten locations and grouped into six segments location based on different land use at the riverbank. Microplastic particles were identified using binocular microscope and categorized by shape and size. The average microplastic concentration were 5.85 ?? 3.28 particles per liter of surface water and 3.03 ?? 1.59 microplastic particles per 100 g of dry sediments. Microplastic concentration in the sediment samples were found to have significant differences in location segment (Kruskal Wallis test, p-value = 0.01165 < 0.05), but no significant differences were found in the water samples (Kruskal Wallis test; p-value = 0.654 > 0.05). In addition, microplastic distribution was dominated by fiber particle. More fiber shape might be derived from the direct clothing of residents in the river and fabric washing process in the textile industries. This was also revealed by Raman spectroscopy test of several microplastic particles indicating that the type of microplastic were polyester and nylon.",10.1016/j.chemosphere.2019.02.188,1,11/11/2025 14:13,
