Unique_ID,Study_ID,Title,Year,First_Author,Latitude,Longitude,Season_Calculated,Gear_Category,Std_Value_m3,Separation_Category,Shape_Fiber,Shape_Fragment,Shape_Pellet,Shape_Film,Shape_Other,Poly_PE,Poly_PP,Poly_PS,Poly_PET,Poly_PVC,Poly_PA,Poly_PC,Poly_PU,Note,Samp_Year_Start,Samp_Year_End,Mesh_Size_um,dis_m3_pyr,run_mm_syr,lkv_mc_usu,rev_mc_usu,ria_ha_ssu,ria_ha_usu,riv_tc_ssu,riv_tc_usu,ele_mt_sav,ele_mt_uav,slp_dg_sav,slp_dg_uav,sgr_dk_sav,tmp_dc_syr,tmp_dc_uyr,pre_mm_syr,pre_mm_uyr,pet_mm_syr,pet_mm_uyr,aet_mm_syr,aet_mm_uyr,crp_pc_sse,crp_pc_use,pst_pc_sse,pst_pc_use,wet_pc_sg1,wet_pc_ug1,wet_pc_sg2,wet_pc_ug2,pop_ct_ssu,pop_ct_usu,urb_pc_sse,urb_pc_use,rdd_mk_sav,rdd_mk_uav,hft_ix_s09,hft_ix_u09,hdi_ix_sav,HYBAS_ID
REC_01802,Wang_2018_Microplast,"Microplastics in surface waters of Dongting Lake and Hong Lake, China",2018,Wenfeng Wang,29.4646,112.848,Autumn,Pumps,1900.0,Not Reported,71.05,,23.68,5.26,0.0,,,,,,,,,"Dongting Lake | Hunan | Mixed (Fishery, Tourism)  | 30% H2O2 | Stereomicroscope + Raman | Table S2 | D9 SUM 38 | Table S1 | Granule treated as Pellet. Coordinates converted from DMS.",2017.0,2017.0,50.0,22.911,623.0,99000000.0,0.0,689389.9999999999,2743809.9999999995,635083.0,1631038.0,24.0,37.0,0.1,0.9,0.3,17.1,17.0,1284.0,1261.0,1038.0,1049.0,948.0,960.0,46.0,50.0,1.0,0.0,100.0,63.0,54.0,51.0,31664.0,509702.0,3.0,8.0,772.0,361.0,10.8,14.2,0.723,4120786130.0
REC_01803,Weideman_2020_Limitedlon,"Limited long-distance transport of plastic pollution by the Orange-Vaal River system, South Africa",2020,"Weideman, E. A.",-28.5656,16.5042,Winter,Bulk Water,1900.0,NaCl,100.0,0.0,0.0,0.0,0.0,,,,,,,,,Orange River | South Africa | River mouth/Remote | 3567 | NaCl | Visual microscopy | Main Text Section 3.1 | 1.9 ?? 1.1 items??L-1 | Table S1 | Single site data reported in text. Only microfibres were found.,2018.0,2018.0,25.0,309.803,11.0,22999000000.0,21543000000.0,1543260.0,646079880.0,5120591.0,985455500.0,36.0,1254.0,1.3,2.0,0.8,16.2,17.7,51.0,359.0,1169.0,1648.0,50.0,303.0,0.0,8.0,18.0,61.0,0.0,1.0,0.0,1.0,1457.0,15116530.0,0.0,1.0,304.0,190.0,12.5,6.1000000000000005,0.679,1120015850.0
REC_01804,Xiong_2019_Occurrence,Occurrence and fate of microplastic debris in middle and lower reaches of the Yangtze River ?? From inland to the sea,2019,Xiong Xiong,29.7009,112.6357,Autumn,Nets,1900.0,NaCl,95.5,,,,4.5,,,,,,,,,"Yangtze River | Hubei | Urban/Industrial  | H2O2 | NaCl | Stereo microscope | Visual estimation from Fig S1 | Fig. S1. Abundance of microplastics sampled by filtering water | Table S1 | Data from Filtering Method (100L, 64um). Visual estimation from Fig S1. >90% fibers.",2017.0,2017.0,64.0,14472.929,553.0,89129000000.0,69725000000.0,15395860.0,4997294060.0,180513453.0,22711582000.0,31.0,2539.0,0.2,16.0,1.2000000000000002,16.8,8.200000000000001,1221.0,862.0,1061.0,926.0,969.0,691.0,59.0,17.0,0.0,42.0,1.0,1.0,0.0,0.0,41664.0,159247641.0,16.0,4.0,94.0,172.0,16.900000000000002,10.2,0.739,4120773250.0
REC_01805,Yoon_2024_Assessingth,"Assessing the abundance, sources, and potential ecological risk assessment of microplastics using their particle and mass units in Uiam Lake, South Korea",2024,Soyeong Yoon,37.93092,127.79264,Spring,Bulk Water,1900.0,Not Reported,16.36,83.64,,,,,,,,,,,,Uiam Lake | Chuncheon | Water Intake  | H2O2 (30%) | micro-FTIR | Table S4 | 1900 | Table 1 (Text Section 2.1) | Shape % is seasonal average for the whole lake. Dominant polymer PES/PET >81% for all sites in Spring.,2023.0,2023.0,10.0,45.412,612.0,2900000000.0,2900000000.0,906410.0,9076620.0,1423666.0,8299146.000000001,261.0,640.0,11.9,16.900000000000002,9.4,9.9,7.7,1322.0,1403.0,1012.0,903.0,905.0,857.0,7.0,4.0,0.0,0.0,6.0,2.0,0.0,0.0,31868.0,152607.0,29.0,2.0,752.0,311.0,21.4,8.200000000000001,0.901,4120521750.0
REC_01806,Zaki_2024_Microplast,"Microplastic Contamination and Ecological Risk Assessment in Tropical Riverine Surface Water of Selangor River Basin, Malaysia",2024,Muhammad Rozaimi Mohd Zaki,3.406817,101.430381,Spring,Pumps,1900.0,NaCl,,,,,,,,,,,,,,"Selangor River | Selangor | Peat area, university, residential  | FeSO4, H2O2 | NaCl | Stereomicroscopy, ATR-FTIR | Visual estimation from Fig 2 | Visual estimation from Fig 2a bar chart | Table S1 | Value estimated from bar chart.",2022.0,2022.0,0.45,81.934,1258.0,77000000.0,0.0,1650290.0,6129920.0,2516521.0,5298563.0,11.0,224.0,0.5,6.9,0.8,27.200000000000003,25.9,2230.0,2598.0,1725.0,1699.0,1619.0,1661.0,44.0,28.0,0.0,1.0,10.0,9.0,10.0,9.0,53158.0,431488.0,14.0,18.0,295.0,198.0,24.1,18.9,0.789,4120020890.0
REC_01807,Di_2018_Microplast,"Microplastics in surface waters and sediments of the Three Gorges Reservoir, China",2018,Mingxiao Di,29.8603,107.531,Summer,Pumps,1889.0,Other,,,,,,,,,,,,,,Three Gorges Reservoir (Yangtze River) | Chongqing/Hubei | Rural  | H2O2 (30%) | None (Water filtered directly) | Micro-Raman spectroscopy (subset) and Visual | Table S1 | W14... 1889... countryside | Table S1 | Land use inferred from 'countryside' remark.,2016.0,2016.0,48.0,12855.911,669.0,40855000000.0,22514000000.0,10084590.0,4160780000.0,113643133.0,14922205000.0,550.0,2668.0,10.7,16.0,27.4,16.6,7.800000000000001,1209.0,834.0,1071.0,919.0,987.0,672.0,55.0,16.0,38.0,44.0,6.0,1.0,0.0,0.0,36277.0,144030172.0,10.0,4.0,507.0,170.0,15.8,10.1,0.732,4121439630.0
REC_01809,Wang_2021_Microplast,Microplastic pollution in sophisticated urban river systems: Combined influence of land-use types and physicochemical characteristics,2021,Wang T.,31.224098,121.313347,Summer,Bulk Water,1870.0,Not Reported,,,,,,,,,,,,,,Urban river system (Shanghai) | Shanghai | Urban  | H2O2 30% | Stereomicroscope; FTIR | Table S3 | 1.87 | Table S1 | Land use classified as Urban (>50% in Table S4).,2019.0,2019.0,200.0,335.62,438.0,7659000000.0,861000000.0,888040.0,66848660.0,2280590.0,84261055.0,5.0,51.0,0.1,2.9000000000000004,0.5,16.2,15.7,1058.0,1142.0,1030.0,1057.0,896.0,941.0,0.0,52.0,0.0,1.0,0.0,20.0,0.0,6.0,1641428.0,23791121.0,100.0,42.0,7177.0,1900.0,36.6,20.700000000000003,0.864,4121422720.0
REC_01811,Di_2018_Microplast,"Microplastics in surface waters and sediments of the Three Gorges Reservoir, China",2018,Mingxiao Di,31.0487,110.3253,Summer,Pumps,1861.0,Other,,,,,,,,,,,,,,"Three Gorges Reservoir (Yangtze River) | Chongqing/Hubei | Rural  | H2O2 (30%) | None (Water filtered directly) | Micro-Raman spectroscopy (subset) and Visual | Table S1 | W27... 1861... countryside, confluence of tributary and main stream | Table S1 | Land use inferred from 'countryside' remark.",2016.0,2016.0,48.0,13614.175,733.0,40933000000.0,22514000000.0,5524020.0,4556396880.0,63951395.0,18656418000.0,529.0,2609.0,17.6,16.0,15.7,15.8,8.0,966.0,848.0,1113.0,922.0,807.0,681.0,17.0,17.0,5.0,43.0,9.0,1.0,0.0,0.0,9126.0,151417484.0,42.0,4.0,1114.0,170.0,18.9,10.1,0.739,4120733220.0
REC_01812,Mintenig_2020_Asystemsap,A systems approach to understand microplastic occurrence and variability in Dutch riverine surface waters,2020,S.M. Mintenig,51.564389,5.425714,Summer,Pumps,1859.0,ZnCl2,,,,,,15.8,21.3,2.2,0.0,0.0,0.0,0.0,0.0,"Dommel | Netherlands   | KOH; H2O2 | ZnCl2 | FTIR microscopy | Table S1; Table S3 (St Oedenrode 6-6) | 1859 | Table S1 | Poly_Other includes Acr/PUR (10.3%), Rubbers (13.3%), Others (37.2%).",2018.0,2018.0,20.0,16.165,453.0,13000000.0,0.0,516450.00000000006,2017200.0,441427.0,1006448.0,11.0,31.0,0.2,0.4,0.5,9.4,9.5,777.0,787.0,700.0,706.0,543.0,551.0,38.0,23.0,21.0,14.0,0.0,0.0,0.0,0.0,65922.0,616968.0,37.0,38.0,2474.0,2848.0,30.0,29.700000000000003,0.919,2120387550.0
REC_01813,Farooq_2023_Abundancea,"Abundance and characteristics of microplastics in a freshwater river in northwestern Himalayas, India - Scenario of riverbank solid waste disposal sites",2023,Muneeb Farooq,33.728813,75.146751,Summer,Bulk Water,1850.0,NaCl,,,,,,,,,,,,,,"Jhelum River | Jammu and Kashmir | Town, Business area  | 30% H2O2 + FeSO4 (Fenton's reagent) | NaCl | Microscopy + FTIR | Visual estimation from Fig 2a | Fig. 2. (a) Microplastic concentration across all sampling sites | Table 1 | Value visually estimated from bar chart.",2022.0,2022.0,75.0,8.136,782.0,0.0,0.0,431590.0,760930.0,231330.0,340499.0,1776.0,2272.0,6.6000000000000005,15.0,10.0,13.6,10.3,894.0,901.0,1157.0,1010.0,731.0,690.0,53.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0,108608.0,208215.0,5.0,3.0,347.0,232.0,16.0,13.8,0.717,4120652950.0
REC_01814,Wang_2018_Microplast,"Microplastics in surface waters of Dongting Lake and Hong Lake, China",2018,Wenfeng Wang,29.4379,112.8976,Autumn,Pumps,1850.0,Not Reported,91.89,,5.41,2.7,0.0,,,,,,,,,"Dongting Lake | Hunan | Mixed (Fishery, Tourism)  | 30% H2O2 | Stereomicroscope + Raman | Table S2 | D8 SUM 37 | Table S1 | Granule treated as Pellet. Coordinates converted from DMS.",2017.0,2017.0,50.0,22.911,623.0,99000000.0,0.0,689389.9999999999,2743809.9999999995,635083.0,1631038.0,24.0,37.0,0.1,0.9,0.3,17.1,17.0,1284.0,1261.0,1038.0,1049.0,948.0,960.0,46.0,50.0,1.0,0.0,100.0,63.0,54.0,51.0,31664.0,509702.0,3.0,8.0,772.0,361.0,10.8,14.2,0.723,4120786130.0
REC_01815,Wang_2023_Distributi,Distribution and changes in microplastics in Taihu Lake and cyanobacterial blooms formed by the aggregation of Microcystis colonies,2023,Bin Wang,31.2,120.2,Autumn,Bulk Water,1850.0,Not Reported,,,,,,,,,,,,,,"Taihu Lake | Jiangsu   | H2O2 (30%) | Stereomicroscope | Table 1 | A4 1.85 | Calculated center point of Taihu Lake (Map in Fig 1) | Site specific coordinates not reported in text/Table | Site in area surrounded by Microcystis colonies (SSM). Study-wide morphology reported as 96.11% Fiber, but site-specific data not available. Polymer ID not attempted.",2020.0,2020.0,43.0,114.647,455.0,993000000.0,91000000.0,707480.0,19464620.0,916671.0,13879958.0,19.0,19.0,2.1,1.2000000000000002,0.3,15.8,15.6,1094.0,1086.0,1054.0,1060.0,925.0,919.0,99.0,63.0,0.0,2.0,84.0,22.0,4.0,4.0,58942.0,6949945.0,2.0,37.0,706.0,1617.0,6.300000000000001,20.0,0.794,4120729540.0
REC_01818,Wang_2021_Microplast,Microplastic pollution in sophisticated urban river systems: Combined influence of land-use types and physicochemical characteristics,2021,Wang T.,31.078403,121.053732,Summer,Bulk Water,1830.0,Not Reported,,,,,,,,,,,,,,Urban river system (Shanghai) | Shanghai | Industrial  | H2O2 30% | Stereomicroscope; FTIR | Table S3 | 1.83 | Table S1 | Land use classified as Industrial (>50% in Table S4).,2019.0,2019.0,200.0,2.915,445.0,2000000.0,0.0,264710.0,264710.0,69627.0,69627.0,4.0,4.0,0.0,0.0,0.5,15.7,15.7,985.0,985.0,1027.0,1027.0,834.0,834.0,78.0,78.0,0.0,0.0,44.0,44.0,26.0,26.0,237956.0,237956.0,57.0,57.0,2783.0,2783.0,27.6,27.6,0.844,4120732170.0
REC_01819,Zhou_2020_Distributi,"Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China",2020,Guanyu Zhou,30.3897,104.5628,,Bulk Water,1823.2,Not Reported,,,,,,29.0,34.0,23.0,,11.0,,,,"Tuojiang River | Sichuan, Southwest China | Urban  | H2O2 (30%) | FTIR | Table 1 | Jianyang T2 1823.20 96.93 | Calculated center point from Table S1 coordinates | Polymer composition is aggregated for the entire study (n=70 random particles). Coordinates are the mean of 3 sub-stations listed in Table S1.",,,50.0,145.916,496.0,354000000.0,317000000.0,920240.0,30574480.0,1993607.0,33472977.0,423.0,843.0,2.4000000000000004,8.0,2.9000000000000004,16.5,14.9,961.0,968.0,1029.0,1018.0,791.0,774.0,71.0,57.0,0.0,2.0,3.0,2.0,0.0,1.0,135768.0,6928226.0,21.0,28.0,499.0,633.0,21.700000000000003,19.8,0.7030000000000001,4121433530.0
REC_01820,Feng_2021_Spatialcha,Spatial characteristics of microplastics in the high-altitude area on the Tibetan Plateau,2021,Sansan Feng,28.3875,90.7783,Summer,Bulk Water,1800.0,Not Reported,,,,,,,,,,,,,,"Turbid river near Lakang | Tibet | Urban/Village  | H2O2, Fe(II) | Stereomicroscope; Raman | Text (Section 3.1) | The most abundant concentration of MPs in water (1800 ?? 260 items/m3) was detected in a turbid river near the town of Lakang (S9) | Table S1 | Highest concentration site. Downstream from multiple villages.",2020.0,2020.0,20.0,31.493,514.0,2000000.0,0.0,459120.0,3186340.0,357652.0,2093651.0,4854.0,5290.0,22.6,20.9,77.80000000000001,0.4,-2.2,286.0,276.0,756.0,645.0,260.0,255.0,1.0,1.0,90.0,73.0,0.0,0.0,0.0,0.0,254.0,4819.0,0.0,0.0,62.0,48.0,8.3,5.0,0.604,4121458230.0
REC_01821,Hong_2023_SpatialTem,Spatial??Temporal Distribution and Ecological Risk Assessment of Microplastics in the Shiwuli River,2023,Lei Hong,31.781,117.288,Summer,Bulk Water,1800.0,NaCl,,,,,,,,,,,,,,"Shiwuli River | Hefei, Anhui | Wetland ecological protection areas  | 30% H2O2 | NaCl | LDIR, SEM | Page 6, Section 3.1.1 | minimum was at S9 (1.8 ?? 1.0 particles/L) | Calculated center point of range (31.727-31.835 N, 117.198-117.377 E) | Coordinates are basin center.",2022.0,2022.0,5.0,1.119,337.0,0.0,0.0,140700.0,140700.0,37119.0,37119.0,23.0,23.0,0.6000000000000001,0.6000000000000001,1.1,16.1,16.1,937.0,937.0,1094.0,1094.0,795.0,795.0,80.0,80.0,2.0,2.0,2.0,2.0,2.0,2.0,249061.0,249061.0,80.0,80.0,5839.0,5838.0,30.1,30.1,0.7010000000000001,4120712250.0
REC_01822,Irfan_2020_Plasticdri,Plastic driven pollution in Pakistan: the first evidence of environmental exposure to microplastic in sediments and water of Rawal Lake,2020,Tahira Irfan,33.6833,73.1167,,Bulk Water,1800.0,Not Reported,65.0,35.0,0.0,0.0,0.0,,,,,,,,,Rawal Lake | Islamabad | Urban/Residential  | 30% H2O2 | Light Microscopy | Page 5 Text | The highest microplastic concentration (0.18 items/0.1 L) for water samples was found at the Korang Outlet | Text | Site specific coordinates not reported; used Lake coordinates | Site code KO. Shapes estimated from Figure 5. Polymer composition not quantified per site.,,,0.7,3.492,360.0,59000000.0,59000000.0,310190.0,571980.0,135619.0,218657.0,700.0,848.0,8.5,11.3,8.700000000000001,20.700000000000003,20.0,984.0,999.0,1517.0,1459.0,833.0,846.0,40.0,35.0,9.0,13.0,3.0,1.0,0.0,0.0,203345.0,318228.0,50.0,33.0,1771.0,1135.0,28.0,25.200000000000003,0.756,4120656030.0
REC_01823,Li_2019_Microplast,Microplastics contamination in different trophic state lakes along the middle and lower reaches of Yangtze River Basin,2019,Lu Li,29.83,113.46,,Bulk Water,1800.0,Not Reported,,,,,,,,,,,,,,Hong Lake | Hubei   | 30% H2O2 | Stereomicroscope; Raman | Table 1 | Hong 1800 | Visual estimation from Fig 1 | Coordinates estimated from Fig 1. Composition data only reported as global average in text.,,,74.0,20528.334,649.0,121530000000.0,97935000000.0,10521170.0,6402250630.0,131268578.0,27852200000.0,23.0,2100.0,0.1,14.8,0.5,17.0,9.9,1278.0,976.0,1094.0,964.0,990.0,759.0,70.0,18.0,2.0,36.0,100.0,1.0,100.0,1.0,69447.0,234878813.0,23.0,5.0,464.0,197.0,15.8,10.8,0.737,4120769860.0
REC_01824,Lin_2018_Occurrence,"Occurrence and distribution of microplastics in an urban river: A case study in the Pearl River along Guangzhou City, China",2018,Lang Lin,23.15,113.22,Summer,Bulk Water,1800.0,NaCl,,,,,,,,,,,,,,Pearl River | Guangzhou | Urban | High | H2O2 (30%) | NaCl | Stereomicroscope + ??-FTIR | Visual estimation from Fig 2a | Visual estimation from Fig 2a | Visual estimation from Fig 1 | Abundance visually estimated from bar chart.,2017.0,2017.0,20.0,136.136,959.0,810000000.0,724000000.0,1234010.0,15069270.0,2558918.0,17179723.0,20.0,131.0,1.9,5.6000000000000005,1.7000000000000002,22.3,21.5,1725.0,1886.0,1310.0,1299.0,1168.0,1186.0,11.0,36.0,0.0,0.0,85.0,15.0,72.0,12.0,3790368.0,8170944.0,100.0,48.0,7961.0,2046.0,37.4,24.200000000000003,0.775,4121527790.0
REC_01825,Li_2024_Occurrence,Occurrence and Risk Assessment of Microplastics in a Source Water Reservoir in Middle Reaches of Yellow River,2024,Yang Li,34.1997,112.1742,,Bulk Water,1800.0,Not Reported,57.0,25.0,0.0,2.0,16.0,38.0,4.0,0.0,23.0,0.0,20.0,0.0,0.0,"Yi River | Henan Province, China | Urban/Anthropogenic  | 30% H2O2 | Visual microscopy; Raman spectroscopy | Text (Page 5, Section 3.1) | Specifically, the abundance of MPs at the four sampling points upstream (7??10) were 4.60, 2.85, 1.60, and 1.80 items/L, respectively | Table S1 | Upstream river site. Shape Other includes 'Particles'.",,,54.0,21.317,163.0,1325000000.0,1320000000.0,311140.0,4870480.0,304973.0,2724856.0,433.0,918.0,6.2,15.4,8.700000000000001,13.2,11.0,679.0,751.0,1196.0,1064.0,577.0,638.0,37.0,13.0,53.0,39.0,2.0,0.0,0.0,0.0,47675.0,587830.0,11.0,4.0,365.0,172.0,13.8,12.3,0.719,4120639090.0
REC_01826,Mo_2024_Characteri,"Characteristics and ecological risks of microplastic pollution in a tropical drinking water source reservoir in Hainan province, China",2024,Ling Mo,18.43,109.67,Spring,Bulk Water,1800.0,Not Reported,,,,,,,,,,,,,,Chitian Reservoir | Hainan | Reservoir  | 30% H2O2  | ??-FTIR | Visual estimation from Fig 2a | Visual estimation from Fig 2a | Calculated center point of range from Fig 1 | Exact coordinates not listed in text | Reservoir area site.,2023.0,2023.0,20.0,7.176,886.0,49000000.0,0.0,388500.0,693930.0,213213.0,316478.0,119.0,221.0,7.7,10.9,5.5,25.200000000000003,24.700000000000003,1447.0,1479.0,1331.0,1320.0,965.0,966.0,22.0,16.0,63.0,38.0,0.0,0.0,0.0,0.0,35693.0,61966.0,12.0,6.0,682.0,446.0,15.8,13.1,0.722,4121070120.0
REC_01827,Mo_2024_Characteri,"Characteristics and ecological risks of microplastic pollution in a tropical drinking water source reservoir in Hainan province, China",2024,Ling Mo,18.43,109.67,Spring,Bulk Water,1800.0,Not Reported,,,,,,,,,,,,,,Surrounding River | Hainan | Basin  | 30% H2O2  | ??-FTIR | Visual estimation from Fig 2a | Visual estimation from Fig 2a | Calculated center point of range from Fig 1 | Exact coordinates not listed in text | Basin area site.,2023.0,2023.0,20.0,7.176,886.0,49000000.0,0.0,388500.0,693930.0,213213.0,316478.0,119.0,221.0,7.7,10.9,5.5,25.200000000000003,24.700000000000003,1447.0,1479.0,1331.0,1320.0,965.0,966.0,22.0,16.0,63.0,38.0,0.0,0.0,0.0,0.0,35693.0,61966.0,12.0,6.0,682.0,446.0,15.8,13.1,0.722,4121070120.0
REC_01829,Roy_2025_Seasonalas,Seasonal assessment and characterization of microplastics in two urban (Balu) and peri-urban (Shitalakshya) rivers of Bangladesh,2025,Roy,23.867,90.475,Autumn,Bulk Water,1800.0,NaCl,22.0,78.0,0.0,0.0,0.0,,,,,,,,,Balu River | Dhaka | Urban/Industrial  | H2O2 + Fe2+ (WPO) | NaCl | Microscope + FTIR | Visual estimation from Fig 2c | Visual estimation from Fig 2c | Visual estimation from Fig 1 | Coordinates estimated from map. Abundance visually estimated from bar chart.,2024.0,2024.0,50.0,24.681,1470.0,0.0,0.0,532450.0,1868660.0,412112.0,1206351.0,11.0,12.0,0.3,0.3,0.7000000000000001,25.9,25.8,2028.0,2049.0,1462.0,1458.0,1092.0,1089.0,51.0,61.0,4.0,8.0,100.0,100.0,100.0,100.0,885594.0,1928133.0,91.0,48.0,1385.0,1405.0,34.1,26.6,0.579,4121518360.0
REC_01830,Stratmann_2024_Monitoring,Monitoring microplastics in the Seine River in the Greater Paris area,2024,Cleo N. Stratmann,48.868,2.138,Winter,Pumps,1800.0,NaI,,,,,,27.4,61.9,7.1,,,,,,"Seine River | Greater Paris | Urban  | H2O2 | NaI | FTIR | Visual estimation from Fig 2 | Figure 2 B... MP concentration [particles m-3] | Visual estimation from Fig 1 / Google Maps City Center | Visual estimation from Figure 2B (Green dot, Feb 2022). Polymer data applied from Campaign 3 average (Fig 2D).",2022.0,2022.0,10.0,304.654,204.0,1094000000.0,934000000.0,2227250.0,84723720.0,6273480.0,89029383.0,76.0,198.0,2.2,2.5,2.3000000000000003,10.8,10.2,633.0,695.0,807.0,826.0,534.0,565.0,6.0,50.0,0.0,9.0,4.0,0.0,0.0,0.0,352207.0,12080124.0,89.0,7.0,6009.0,1088.0,38.900000000000006,16.7,0.96,2120455290.0
REC_01831,Su_2018_UsingtheAs,Using the Asian clam as an indicator of microplastic pollution in freshwater ecosystems,2018,Su,31.394014,120.023914,Summer,Bulk Water,1800.0,Not Reported,,,,,,9.09,3.03,3.03,54.55,6.06,,,6.06,"Taihu Lake | China | Urban/Rural mix  | H2O2 (30%, 65C, 72h) | Microscopy + u-FT-IR | Supplementary Materials Table 1; Figure 4A | 31??23'38.45""N 120??01'26.09""E; Visual estimation from Fig 4A | Table 1 | Polymer composition is aggregated from all water samples (SI Table 2).",2016.0,2016.0,20.0,7.22,401.0,1000000.0,0.0,484090.0,964590.0,265934.0,399078.0,7.0,9.0,0.8,1.2000000000000002,0.4,15.6,15.6,1066.0,1041.0,1050.0,1041.0,903.0,882.0,95.0,69.0,0.0,0.0,49.0,39.0,22.0,18.0,159370.0,1243007.0,44.0,62.0,1632.0,3868.0,21.3,26.200000000000003,0.794,4120723060.0
REC_01832,Tang_2021_Characteri,Characteristics and distribution of microplastics in the surface water of the Songhua River in China,2021,Shuyuan Tang,43.46,126.93,Summer,Pumps,1800.0,Not Reported,,,,,,,,,,,,,,Songhua River | Jilin | Low Human Interference | Low | 30% H2O2 | Micro-FTIR | Supplementary Table 2; Supplementary Figure 2 | 126.93 43.46 Low human interference | Table 2 | Visual estimation of abundance from SI Figure 2.,2019.0,2019.0,0.45,370.372,218.0,6394000000.0,5469000000.0,1961280.0,109916190.0,6869487.0,140556719.0,444.0,608.0,11.4,6.9,8.200000000000001,3.2,3.0,720.0,753.0,837.0,833.0,612.0,636.0,10.0,17.0,6.0,14.0,47.0,3.0,32.0,3.0,4741.0,3477472.0,0.0,3.0,145.0,164.0,7.1000000000000005,9.5,0.759,4121263000.0
REC_01833,Wang_2018_Microplast,"Microplastics in surface waters of Dongting Lake and Hong Lake, China",2018,Wenfeng Wang,29.1992,112.924,Autumn,Pumps,1800.0,Not Reported,58.33,,5.56,36.11,0.0,,,,,,,,,"Dongting Lake | Hunan | Mixed (Fishery, Tourism)  | 30% H2O2 | Stereomicroscope + Raman | Table S2 | D26 SUM 36 | Table S1 | Granule treated as Pellet. Coordinates converted from DMS.",2017.0,2017.0,50.0,2.48,654.0,2000000.0,0.0,217490.0,217490.0,72597.0,72597.0,27.0,27.0,0.0,0.0,0.4,17.3,17.3,1315.0,1315.0,1054.0,1054.0,953.0,953.0,22.0,22.0,1.0,1.0,100.0,100.0,95.0,95.0,8640.0,8640.0,0.0,0.0,0.0,0.0,10.0,10.0,0.723,4120790160.0
REC_01834,Wang_2018_Microplast,"Microplastics in surface waters of Dongting Lake and Hong Lake, China",2018,Wenfeng Wang,29.2626,113.0065,Autumn,Pumps,1800.0,Not Reported,58.33,,16.67,25.0,0.0,,,,,,,,,"Dongting Lake | Hunan | Mixed (Fishery, Tourism)  | 30% H2O2 | Stereomicroscope + Raman | Table S2 | D29 SUM 36 | Table S1 | Granule treated as Pellet. Coordinates converted from DMS.",2017.0,2017.0,50.0,6390.23,655.0,30361000000.0,27575000000.0,2070970.0,1220843590.0,17927646.0,3186309750.0,24.0,433.0,0.1,10.4,0.2,17.2,16.400000000000002,1311.0,1416.0,1042.0,1114.0,947.0,1025.0,40.0,21.0,0.0,14.0,100.0,3.0,41.0,2.0,1619.0,71584430.0,19.0,9.0,0.0,284.0,10.9,13.0,0.723,4120789520.0
REC_01835,Wang_2021_Microplast,Microplastic pollution in sophisticated urban river systems: Combined influence of land-use types and physicochemical characteristics,2021,Wang T.,30.939642,121.106199,Summer,Bulk Water,1800.0,Not Reported,,,,,,,,,,,,,,Urban river system (Shanghai) | Shanghai | Agricultural  | H2O2 30% | Stereomicroscope; FTIR | Table S3 | 1.8 | Table S1 | Land use classified as Agricultural (>50% in Table S4).,2019.0,2019.0,200.0,8.325,470.0,11000000.0,0.0,256080.0,951490.0,128004.0,367553.0,4.0,5.0,0.0,0.0,0.3,16.0,16.0,1039.0,1050.0,1040.0,1046.0,880.0,889.0,64.0,58.0,0.0,0.0,0.0,2.0,0.0,1.0,132945.0,686511.0,59.0,65.0,1989.0,1925.0,28.8,26.8,0.864,4120736140.0
REC_01836,Zhang_2020_Microplast,"Microplastics?? Pollution and Risk Assessment in an Urban River: A Case Study in the Yongjiang River, Nanning City, South China",2020,Xin Zhang,22.78348056,108.1274917,Spring,Pumps,1800.0,Other,,,,,,,,,,,,,,"Yongjiang River | Nanning, Guangxi, China | Suburbs  | H2O2 (30%) + Fe(II) (Wet Peroxide Oxidation) | None (Direct filtration) | Raman Spectroscopy (DXR2) + Stereomicroscope | Visual estimation from Fig 2a | Fig. 2 MPs in surface waters... a abundances | Table S1 | Individual site data only available in bar chart | Value visually estimated from Figure 2a.",2018.0,2018.0,50.0,1112.151,567.0,3122000000.0,2499000000.0,4526690.0,275735410.0,22201039.0,491222375.0,136.0,552.0,4.5,12.7,4.800000000000001,22.3,20.700000000000003,1435.0,1418.0,1280.0,1294.0,1092.0,1039.0,26.0,12.0,61.0,29.0,1.0,1.0,0.0,0.0,53352.0,7754993.0,10.0,4.0,379.0,217.0,19.6,11.4,0.6990000000000001,4121532140.0
